calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia;done
Calle La Paz;La Paz;La;Paz;2;Unknown;-;-;;TRUE
Calle de la Torre del Sillero;Torre Sillero;Torre;Sillero;0;Unknown;-;-;;TRUE
Calle Torre Ripoll;Torre Ripoll;Torre;Ripoll;0;Unknown;-;-;;TRUE
Calle Torre Blanca;Torre Blanca;Torre;Blanca;2;Unknown;-;-;;TRUE
Calle Torre del Cerezo;Torre Cerezo;Torre;Cerezo;0;Unknown;-;-;;TRUE
Calle Torre del Pino;Torre Pino;Torre;Pino;0;Unknown;-;-;;TRUE
Calle de la Arroba;Arroba;Arroba;;0;Unknown;-;-;;TRUE
Calle San Juan;San Juan;San;Juan;-2;Male;-;-;;TRUE
Calle de la Fanega;Fanega;Fanega;;0;Unknown;-;-;;TRUE
Calle Las Damas;Las Damas;Las;Damas;0;Unknown;-;-;;TRUE
Camino del Comercio;Comercio;Comercio;;0;Unknown;-;-;;TRUE
Avenida de Peñaflor;Peñaflor;Peñaflor;;0;Unknown;-;-;;TRUE
Calle de la Peña;Peña;Peña;;0;Unknown;-;-;;TRUE
Camino de El Caidero;El Caidero;El;Caidero;0;Unknown;-;-;;TRUE
Calle de Cristóbal Colón;Cristóbal Colón;Cristóbal;Colón;-2;Male;-;-;;TRUE
Calle del Río Gállego;Calle  Gállego;Calle;;0;Unknown;-;-;;TRUE
Calle del Paso;Paso;Paso;;0;Unknown;-;-;;TRUE
Plaza de las Escuelas;Escuelas;Escuelas;;0;Unknown;-;-;;TRUE
Calle de Enmedio;Enmedio;Enmedio;;0;Unknown;-;-;;TRUE
Calle de San Isidro;San Isidro;San;Isidro;-2;Male;-;-;;TRUE
Calle de Santiago;Santiago;Santiago;;-2;Male;-;-;;TRUE
Plaza del Rosario;Rosario;Rosario;;2;Unknown;-;-;;TRUE
Calle de la Cartuja Aula Dei;Cartuja Aula Dei;Cartuja;Aula;-2;Unknown;-;-;;TRUE
Calle de San Cosme y San Damian;San Cosme y San Damian;San;Cosme;-2;Male;-;-;;TRUE
Calle de las Cruces;Cruces;Cruces;;2;Unknown;-;-;;TRUE
Calle de Francisco Gracia;Francisco Gracia;Francisco;Gracia;-2;Male;-;-;;TRUE
Calle Balsa del Molino;Balsa Molino;Balsa;Molino;0;Unknown;-;-;;TRUE
Calle de la Tajada;Tajada;Tajada;;0;Unknown;-;-;;TRUE
Calle de la Cruz;Cruz;Cruz;;2;Unknown;-;-;;TRUE
Calle Alta;Alta;Alta;;0;Unknown;-;-;;TRUE
Calle Torre los Cortantes;Torre los Cortantes;Torre;los;0;Unknown;-;-;;TRUE
Calle Torre del Rosario;Torre Rosario;Torre;Rosario;2;Unknown;-;-;;TRUE
Calle Torre del Cazo;Torre Cazo;Torre;Cazo;0;Unknown;-;-;;TRUE
Calle del Río (San Juan de Mozarrifar);Calle  (San Juan Mozarrifar);Calle;;-2;Unknown;-;-;;TRUE
Calle Miralcampo;Miralcampo;Miralcampo;;0;Unknown;-;-;;TRUE
Camino Alto del Molino;Alto Molino;Alto;Molino;0;Unknown;-;-;;TRUE
Camino del Saso;Saso;Saso;;0;Unknown;-;-;;TRUE
Ronda de Boltaña;Ronda de Boltaña;Ronda;de;2;Unknown;-;-;;TRUE
Calle de Carlos Marx;Carlos Marx;Carlos;Marx;-2;Male;-;-;;TRUE
Calle de Valle de Broto;Valle de Broto;Valle;de;2;Unknown;-;-;;TRUE
Calle de Fernando Gracia Gazulla;Fernando Gracia Gazulla;Fernando;Gracia;-2;Male;-;-;;TRUE
Calle Juan Blas Ubide;Juan Blas Ubide;Juan;Blas;-2;Male;-;-;;TRUE
Calle de Mariano Turmo;Mariano Turmo;Mariano;Turmo;-2;Male;-;-;;TRUE
Paseo de la Ribera;Ribera;Ribera;;0;Unknown;-;-;;TRUE
Paseo Echegaray y Caballero;Echegaray y Caballero;Echegaray;y;0;Unknown;-;-;;TRUE
Pasaje del Comercio;Comercio;Comercio;;0;Unknown;-;-;;TRUE
Calle Santiago;Santiago;Santiago;;-2;Male;-;-;;TRUE
Calle de Eusebio Blasco;Eusebio Blasco;Eusebio;Blasco;-2;Male;-;-;;TRUE
Calle del Coso;Coso;Coso;;0;Unknown;-;-;;TRUE
Plaza de los Sitios;Sitios;Sitios;;0;Unknown;-;-;;TRUE
Avenida de Cesáreo Alierta;Cesáreo Alierta;Cesáreo;Alierta;-2;Male;-;-;;TRUE
Calle Francisco de Vitoria;Francisco Vitoria;Francisco;Vitoria;-2;Male;-;-;;TRUE
Calle de San Vicente Mártir;San Vicente Mártir;San;Vicente;-2;Male;-;-;;TRUE
Camino de las Torres;Torres;Torres;;0;Unknown;-;-;;TRUE
Calle de Uncastillo;Uncastillo;Uncastillo;;0;Unknown;-;-;;TRUE
Calle La Fragua;La Fragua;La;Fragua;0;Unknown;-;-;;TRUE
Calle de Jesús y María;Jesús y María;Jesús;y;-2;Unknown;-;-;;TRUE
Camino de los Leones;Leones;Leones;;0;Unknown;-;-;;TRUE
Calle de Cristo Rey;Cristo Rey;Cristo;Rey;-2;Male;-;-;;TRUE
Calle Regantes;Regantes;Regantes;;0;Unknown;-;-;;TRUE
Calle Valdivielso;Valdivielso;Valdivielso;;0;Unknown;-;-;;TRUE
Ronda de San Gregorio;Ronda de San Gregorio;Ronda;de;2;Unknown;-;-;;TRUE
Calle de Manuel Sever;Manuel Sever;Manuel;Sever;-2;Male;-;-;;TRUE
Calle del Medio;Medio;Medio;;0;Unknown;-;-;;TRUE
Calle Buenos Aires;Buenos Aires;Buenos;Aires;-2;Unknown;-;-;;TRUE
Calle del Cerro de las Rosas;Cerro Rosas;Cerro;Rosas;0;Unknown;-;-;;TRUE
Avenida de San Gregorio;San Gregorio;San;Gregorio;-2;Male;-;-;;TRUE
Calle San Cristóbal;San Cristóbal;San;Cristóbal;-2;Male;-;-;;TRUE
Calle Olímpica;Olímpica;Olímpica;;0;Unknown;-;-;;TRUE
Calle Cascajo;Cascajo;Cascajo;;0;Unknown;-;-;;TRUE
Camino de San Gregorio;San Gregorio;San;Gregorio;-2;Male;-;-;;TRUE
Calle Nuevo Parque;Nuevo Parque;Nuevo;Parque;0;Unknown;-;-;;TRUE
Calle Eugenio Lucas;Eugenio Lucas;Eugenio;Lucas;-2;Male;-;-;;TRUE
Calle Julián Gallego;Julián Gallego;Julián;Gallego;-2;Male;-;-;;TRUE
Calle Pierre Gassier;Pierre Gassier;Pierre;Gassier;-2;Male;-;-;;TRUE
Avenida Las Majas de Goya;Las Majas Goya;Las;Majas;2;Unknown;-;-;;TRUE
Calle Manuel Lahoz Valle;Manuel Lahoz Valle;Manuel;Lahoz;-2;Male;-;-;;TRUE
Plaza de la Poesía;Poesía;Poesía;;0;Unknown;-;-;;TRUE
Paseo Rafael Esteve Vilella;Rafael Esteve Vilella;Rafael;Esteve;-2;Male;-;-;;TRUE
Calle de Jean Piaget;Jean Piaget;Jean;Piaget;2;Male;-;-;;TRUE
Calle Volaverunt;Volaverunt;Volaverunt;;0;Unknown;-;-;;TRUE
Calle La Gallina Ciega;La Gallina Ciega;La;Gallina;0;Unknown;-;-;;TRUE
Calle El Médico;El Médico;El;Médico;0;Unknown;-;-;;TRUE
Calle El Pescadoret;El Pescadoret;El;Pescadoret;0;Unknown;-;-;;TRUE
Calle La Cometa;La Cometa;La;Cometa;0;Unknown;-;-;;TRUE
Calle Las Mulillas;Las Mulillas;Las;Mulillas;0;Unknown;-;-;;TRUE
Calle Josefa Bayeu;Josefa Bayeu;Josefa;Bayeu;2;Female;-;-;https://es.wikipedia.org/wiki/Josefa_Bayeu;TRUE
Calle Enrique Vicente Paricio;Enrique Vicente Paricio;Enrique;Vicente;-2;Male;-;-;;TRUE
Calle Condesa de Chinchón;Condesa Chinchón;Condesa;Chinchón;0;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_de_Borb%C3%B3n_y_Vallabriga;TRUE
Calle Aguadora;Aguadora;Aguadora;;0;Unknown;-;-;;TRUE
Calle El Quitasol;El Quitasol;El;Quitasol;0;Unknown;-;-;;TRUE
Plaza de Los Bodegones de Goya;Los Bodegones de Goya;Los;Bodegones;2;Unknown;-;-;;TRUE
Calle La Cucaña;La Cucaña;La;Cucaña;0;Unknown;-;-;;TRUE
Calle La Vendimia;La Vendimia;La;Vendimia;0;Unknown;-;-;;TRUE
Calle El Verano;El Verano;El;Verano;0;Unknown;-;-;;TRUE
Calle Las Lavanderas;Las Lavanderas;Las;Lavanderas;0;Female;-;-;https://es.wikipedia.org/wiki/Las_lavanderas;TRUE
Calle El Balancín;El Balancín;El;Balancín;0;Unknown;-;-;;TRUE
Calle El Columpio;El Columpio;El;Columpio;0;Unknown;-;-;;TRUE
Calle La Primavera;La Primavera;La;Primavera;2;Unknown;-;-;;TRUE
Calle El Sueño;El Sueño;El;Sueño;0;Unknown;-;-;;TRUE
Avenida de la Academia General Militar;Academia General Militar;Academia;General;0;Unknown;-;-;;TRUE
Calle El Globo;El Globo;El;Globo;0;Unknown;-;-;;TRUE
Calle La Lectura;La Lectura;La;Lectura;0;Unknown;-;-;;TRUE
Calle Los Leñadores;Los Leñadores;Los;Leñadores;0;Unknown;-;-;;TRUE
Calle Bernardo Ramazzini;Bernardo Ramazzini;Bernardo;Ramazzini;-2;Male;-;-;;TRUE
Calle Lazarillo de Tormes;Lazarillo Tormes;Lazarillo;Tormes;0;Unknown;-;-;;TRUE
Paseo de la Nevada;Nevada;Nevada;;0;Unknown;-;-;;TRUE
Calle El Invierno;El Invierno;El;Invierno;0;Unknown;-;-;;TRUE
Calle Stella Maris;Stella Maris;Stella;Maris;2;Female;-;-;https://es.wikipedia.org/wiki/Stella_Maris;TRUE
Calle de El Coloso;El Coloso;El;Coloso;0;Unknown;-;-;;TRUE
Calle Las Gigantillas;Las Gigantillas;Las;Gigantillas;0;Unknown;-;-;;TRUE
Plaza de la Tauromaquia de Goya;Tauromaquia Goya;Tauromaquia;Goya;2;Unknown;-;-;;TRUE
Calle Islas Canarias;Islas Canarias;Islas;Canarias;0;Unknown;-;-;;TRUE
Calle de Miguel Ambiela;Miguel Ambiela;Miguel;Ambiela;-2;Male;-;-;;TRUE
Calle Federico Engels;Federico Engels;Federico;Engels;-2;Male;-;-;;TRUE
Avenida Salvador Allende;Salvador Allende;Salvador;Allende;-2;Male;-;-;;TRUE
Calle de Oceanía;Oceanía;Oceanía;;2;Unknown;-;-;;TRUE
Calle de Asia;Asia;Asia;;2;Unknown;-;-;;TRUE
Calle Miguel de Ambiela;Miguel Ambiela;Miguel;Ambiela;-2;Male;-;-;;TRUE
Calle de Matias Pastor Sancho;Matias Pastor Sancho;Matias;Pastor;-2;Male;-;-;;TRUE
Calle de Matías Pastor Sancho;Matías Pastor Sancho;Matías;Pastor;-2;Male;-;-;;TRUE
Calle de Europa;Europa;Europa;;0;Unknown;-;-;;TRUE
Calle Manuel Rotellar;Manuel Rotellar;Manuel;Rotellar;-2;Male;-;-;;TRUE
Calle Isla Gomera;Isla Gomera;Isla;Gomera;2;Unknown;-;-;;TRUE
Calle Isla Fuerteventura;Isla Fuerteventura;Isla;Fuerteventura;2;Unknown;-;-;;TRUE
Calle de Pablo Ruiz Picasso;Pablo Ruiz Picasso;Pablo;Ruiz;-2;Male;-;-;;TRUE
Calle de Somport;Somport;Somport;;0;Unknown;-;-;;TRUE
Calle Villa de Plenas;Villa Plenas;Villa;Plenas;2;Unknown;-;-;;TRUE
Calle Antonio Tramullas;Antonio Tramullas;Antonio;Tramullas;-2;Male;-;-;;TRUE
Plaza Camino de Juslibol;Plaza  Juslibol;Plaza;;0;Unknown;-;-;;TRUE
Camino de Juslibol;Juslibol;Juslibol;;0;Unknown;-;-;;TRUE
Calle Monte Perdido;Monte Perdido;Monte;Perdido;2;Unknown;-;-;;TRUE
Calle Anzánigo;Anzánigo;Anzánigo;;0;Unknown;-;-;;TRUE
Calle Calamocha;Calamocha;Calamocha;;0;Unknown;-;-;;TRUE
Calle Teresa Agüesca;Teresa Agüesca;Teresa;Agüesca;2;Female;-;-;https://es.wikipedia.org/wiki/Teresa_Ag%C3%BCesca;TRUE
Calle Arturo Bressel Marca;Arturo Bressel Marca;Arturo;Bressel;-2;Male;-;-;;TRUE
Calle María Domínguez Remón;María Domínguez Remón;María;Domínguez;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Dom%C3%ADnguez_Castellano;TRUE
Calle Juan Cabré Aguiló;Juan Cabré Aguiló;Juan;Cabré;-2;Male;-;-;;TRUE
Calle Jean Paul Sartre;Jean Paul Sartre;Jean;Paul;2;Male;-;-;https://es.wikipedia.org/wiki/Jean-Paul_Sartre;TRUE
Calle de Antonio Ubieto;Antonio Ubieto;Antonio;Ubieto;-2;Male;-;-;;TRUE
Calle Antonio Ubieto;Antonio Ubieto;Antonio;Ubieto;-2;Male;-;-;;TRUE
Avenida de San Juan de la Peña;San Juan Peña;San;Juan;-2;Male;-;-;;TRUE
Avenida Alcalde Francisco Caballero;AlcalFrancisco Caballero;AlcalFrancisco;Caballero;0;Unknown;-;-;;TRUE
Calle de Francisco Barrao Pamplona;Francisco Barrao Pamplona;Francisco;Barrao;-2;Male;-;-;;TRUE
Camino La Peseta;La Peseta;La;Peseta;0;Unknown;-;-;;TRUE
Calle del Aquelarre;Aquelarre;Aquelarre;;0;Unknown;-;-;;TRUE
Calle Luis Pinilla Soliveres;Luis Pinilla Soliveres;Luis;Pinilla;-2;Male;-;-;;TRUE
Calle Mamés Esperabé Lozano;Mamés Esperabé Lozano;Mamés;Esperabé;-2;Male;-;-;;TRUE
Camino de los Molinos;Molinos;Molinos;;0;Unknown;-;-;;TRUE
Calle Obón;Obón;Obón;;0;Unknown;-;-;;TRUE
Calle Binéfar;Binéfar;Binéfar;;0;Unknown;-;-;;TRUE
Calle Biello de Aragón;Biello Aragón;Biello;Aragón;0;Unknown;-;-;;TRUE
Jardines de la Concordia;es Concordia;es;Concordia;2;Female;-;-;https://es.wikipedia.org/wiki/Coelia_Concordia;TRUE
Calle de Maella;Maella;Maella;;0;Unknown;-;-;;TRUE
Camino de Los Molinos;Los Molinos;Los;Molinos;0;Unknown;-;-;;TRUE
Calle de Tolomeo;Tolomeo;Tolomeo;;0;Unknown;-;-;;TRUE
Calle de Albarracín;Albarracín;Albarracín;;0;Unknown;-;-;;TRUE
Calle de George Stephenson;George Stephenson;George;Stephenson;-2;Male;-;-;;TRUE
Calle de Gutenberg;Gutenberg;Gutenberg;;0;Unknown;-;-;;TRUE
Calle de Carl Benz;Carl Benz;Carl;Benz;-2;Male;-;-;;TRUE
Calle de Johannes Kepler;Johannes Kepler;Johannes;Kepler;-2;Male;-;-;;TRUE
Calle David Farenheit;David Farenheit;David;Farenheit;-2;Male;-;-;;TRUE
Calle de Rudolf Diesel;Rudolf Diesel;Rudolf;Diesel;-2;Male;-;-;;TRUE
Calle Charles Sauria;Charles Sauria;Charles;Sauria;-2;Male;-;-;;TRUE
Camino de la Corbera Baja;Corbera Baja;Corbera;Baja;0;Unknown;-;-;;TRUE
Calle de Benjamin Franklin;Benjamin Franklin;Benjamin;Franklin;-2;Male;-;-;;TRUE
Calle de Miguel Faraday;Miguel Faraday;Miguel;Faraday;-2;Male;-;-;;TRUE
Calle Monasterio de las Descalzas Reales;Monasterio Descalzas Reales;Monasterio;Descalzas;0;Unknown;-;-;;TRUE
Calle de Juan de la Cierva;Juan Cierva;Juan;Cierva;-2;Male;-;-;;TRUE
Calle Virgen del Buen Acuerdo;VirgBuen Acuerdo;VirgBuen;Acuerdo;0;Female;-;-;;TRUE
Calle Nuestra Señora de Lagunas;Nuestra Señora Lagunas;Nuestra;Señora;0;Female;-;-;;TRUE
Calle Monasterio de las Huelgas;Monasterio Huelgas;Monasterio;Huelgas;0;Unknown;-;-;;TRUE
Calle Monasterio Nuestra Señora de Gloria;Monasterio Nuestra Señora Gloria;Monasterio;Nuestra;2;Unknown;-;-;;TRUE
Calle Moyuela;Moyuela;Moyuela;;0;Unknown;-;-;;TRUE
Camino de Roseque;Roseque;Roseque;;0;Unknown;-;-;;TRUE
Ronda Hispanidad;Ronda Hispanidad;Ronda;Hispanidad;2;Unknown;-;-;;TRUE
Paseo Fluvial del Gállego;Fluvial Gállego;Fluvial;Gállego;0;Unknown;-;-;;TRUE
Calle de la Arboleda;Arboleda;Arboleda;;0;Unknown;-;-;;TRUE
Calle de Augusto Bebel;Augusto Bebel;Augusto;Bebel;-2;Male;-;-;;TRUE
Calle de Violeta Parra;Violeta Parra;Violeta;Parra;2;Female;-;-;https://es.wikipedia.org/wiki/Violeta_Parra;TRUE
Calle Isla de Alborán;Isla Alborán;Isla;Alborán;2;Unknown;-;-;;TRUE
Calle Isla Gran Canaria;Isla Gran Canaria;Isla;Gran;2;Unknown;-;-;;TRUE
Paseo de Alberto Casañal Shakery;Alberto Casañal Shakery;Alberto;Casañal;-2;Male;-;-;;TRUE
Calle de María Sánchez Arbós;María Sánchez Arbós;María;Sánchez;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_S%C3%A1nchez_Arb%C3%B3s;TRUE
Calle de Juslibol;Juslibol;Juslibol;;0;Unknown;-;-;;TRUE
Calle José Luis Rubio de Francia;José Luis Rubio Francia;José;Luis;-2;Male;-;-;;TRUE
Calle Pantano de Búbal;Pantano Búbal;Pantano;Búbal;0;Unknown;-;-;;TRUE
Calle Isla La Graciosa;Isla La Graciosa;Isla;La;2;Unknown;-;-;;TRUE
Calle Pantano de Yesa;Pantano Yesa;Pantano;Yesa;0;Unknown;-;-;;TRUE
Plaza de Belén;Belén;Belén;;2;Female;-;-;;TRUE
Calle Valle de Pineta;Valle Pineta;Valle;Pineta;2;Unknown;-;-;;TRUE
Calle Manuel Pinillos Cruells;Manuel Pinillos Cruells;Manuel;Pinillos;-2;Male;-;-;;TRUE
Calle Pilar Andrés;Pilar Andrés;Pilar;Andrés;2;Female;-;-;https://es.wikipedia.org/wiki/Pilar_Andr%C3%A9s_de_Pablo;TRUE
Calle Bernabé Martí;Bernabé Martí;Bernabé;Martí;-2;Male;-;-;;TRUE
Calle Valle de Oza;Valle Oza;Valle;Oza;2;Unknown;-;-;;TRUE
Calle Cañón de Añisclo;Cañón Añisclo;Cañón;Añisclo;0;Unknown;-;-;;TRUE
Calle Sierra de Guara;Sierra Guara;Sierra;Guara;2;Unknown;-;-;;TRUE
Calle José Luis Lacruz Berdejo;José Luis Lacruz Berdejo;José;Luis;-2;Male;-;-;;TRUE
Calle Pantano El Grado;Pantano El Grado;Pantano;El;0;Unknown;-;-;;TRUE
Calle Valle de Arán;Valle Arán;Valle;Arán;2;Unknown;-;-;;TRUE
Plaza Fonz;Fonz;Fonz;;0;Unknown;-;-;;TRUE
Calle Pantano de Arguís;Pantano Arguís;Pantano;Arguís;0;Unknown;-;-;;TRUE
Calle Pantano de Barasona;Pantano Barasona;Pantano;Barasona;0;Unknown;-;-;;TRUE
Calle Ortiz de Zárate;Ortiz Zárate;Ortiz;Zárate;0;Male;-;-;;TRUE
Calle Valle de Gistaín;Valle Gistaín;Valle;Gistaín;2;Unknown;-;-;;TRUE
Calle Miguel León Gracia;Miguel León Gracia;Miguel;León;-2;Male;-;-;;TRUE
Calle del Marqués de la Cadena;Marqués Cadena;Marqués;Cadena;0;Male;-;-;;TRUE
McAuto;Mc;Mc;;0;Unknown;-;-;;TRUE
Calle Matilde Sangüesa Castañosa;MatilSangüesa Castañosa;MatilSangüesa;Castañosa;0;Unknown;-;-;;TRUE
Calle Martín del Río;Calle Martín del;Calle;Martín;-2;Unknown;-;-;;TRUE
Calle Caminos del Norte;Caminos Norte;Caminos;Norte;0;Unknown;-;-;;TRUE
Calle Mosén Domingo Agudo;Mosén Domingo Agudo;Mosén;Domingo;-2;Male;-;-;;TRUE
Andador de Aragües del Puerto;Andador Aragües del;Andador;Aragües;0;Unknown;-;-;;TRUE
Calle Mariano Baselga;Mariano Baselga;Mariano;Baselga;-2;Male;-;-;;TRUE
Calle de Zalmedina;Zalmedina;Zalmedina;;0;Unknown;-;-;;TRUE
Andador de Anayet;Andador de Anayet;Andador;de;0;Unknown;-;-;;TRUE
Plaza de San Gregorio;San Gregorio;San;Gregorio;-2;Unknown;-;-;;TRUE
Calle de Sixto Celorrio;Sixto Celorrio;Sixto;Celorrio;-2;Male;-;-;;TRUE
Calle de Peña Oroel;Peña Oroel;Peña;Oroel;0;Unknown;-;-;;TRUE
Calle Aneto;Aneto;Aneto;;0;Unknown;-;-;;TRUE
Calle Garcipollera;Garcipollera;Garcipollera;;0;Unknown;-;-;;TRUE
Calle Pico de Aneto;Pico Aneto;Pico;Aneto;0;Unknown;-;-;;TRUE
Calle Germana de Foix;Germana Foix;Germana;Foix;2;Female;-;-;https://es.wikipedia.org/wiki/Germana_de_Foix;TRUE
Calle Almadieros del Roncal;Almadieros Roncal;Almadieros;Roncal;0;Unknown;-;-;;TRUE
Calle Valle de Roncal;Valle Roncal;Valle;Roncal;2;Unknown;-;-;;TRUE
Calle de Mariano Pano y Ruata;Mariano Pano y Ruata;Mariano;Pano;-2;Male;-;-;;TRUE
Calle de Ricardo del Arco;Ricardo Arco;Ricardo;Arco;-2;Male;-;-;;TRUE
Calle del Arquitecto de la Figuera;Arquitecto Figuera;Arquitecto;Figuera;0;Male;-;-;;TRUE
Calle José María Matheu;José María Matheu;José;María;-2;Male;-;-;;TRUE
Calle de García Arista;García Arista;García;Arista;-2;Male;-;-;;TRUE
Paseo de Echegaray y Caballero;Echegaray y Caballero;Echegaray;y;0;Male;-;-;;TRUE
Calle de Mariano Gracia;Mariano Gracia;Mariano;Gracia;-2;Male;-;-;;TRUE
Calle Pedro Villacampa;Pedro Villacampa;Pedro;Villacampa;-2;Male;-;-;;TRUE
Calle Manuel Lacruz;Manuel Lacruz;Manuel;Lacruz;-2;Male;-;-;;TRUE
Calle Mariano Lucas;Mariano Lucas;Mariano;Lucas;-2;Male;-;-;;TRUE
Plaza de la Mesa;Mesa;Mesa;;0;Unknown;-;-;;TRUE
Calle de Jonge Ibort;Jonge Ibort;Jonge;Ibort;0;Unknown;-;-;;TRUE
Calle Sobrarbe;Sobrarbe;Sobrarbe;;0;Unknown;-;-;;TRUE
Puente de Piedra;Piedra;Piedra;;0;Unknown;-;-;;TRUE
Calle Oliván Bayle;Oliván Bayle;Oliván;Bayle;0;Male;-;-;;TRUE
Calle Sierra de Gúdar;Sierra Gúdar;Sierra;Gúdar;2;Unknown;-;-;;TRUE
Calle del Valle de Bujaruelo;Valle Bujaruelo;Valle;Bujaruelo;2;Unknown;-;-;;TRUE
Calle del Valle de Zuriza;Valle Zuriza;Valle;Zuriza;2;Unknown;-;-;;TRUE
Calle Mas de las Matas;Mas Matas;Mas;Matas;-2;Unknown;-;-;;TRUE
Calle de Bielsa;Bielsa;Bielsa;;0;Unknown;-;-;;TRUE
Calle de Gallocanta;Gallocanta;Gallocanta;;0;Unknown;-;-;;TRUE
Calle de las Chimeneas;Chimeneas;Chimeneas;;0;Unknown;-;-;;TRUE
Calle de Luesia;Luesia;Luesia;;0;Unknown;-;-;;TRUE
Avenida Cataluña;Cataluña;Cataluña;;0;Unknown;-;-;;TRUE
Calle de Andrés Ruiz Castillo;Andrés Ruiz Castillo;Andrés;Ruiz;-2;Male;-;-;;TRUE
Calle de Perdiguera;Perdiguera;Perdiguera;;0;Unknown;-;-;;TRUE
Calle de la Estación;Estación;Estación;;0;Unknown;-;-;;TRUE
Calle Juliana Larena;Juliana Larena;Juliana;Larena;2;Female;-;-;https://es.wikipedia.org/wiki/Juliana_Larena_y_Fenoll%C3%A9;TRUE
Calle de Valimaña;Valimaña;Valimaña;;0;Unknown;-;-;;TRUE
Calle de Jesús;Jesús;Jesús;;-2;Male;-;-;;TRUE
Calle de Nicolás de Funes;Nicolás de Funes;Nicolás;de;-2;Male;-;-;;TRUE
Travesía Nicolás Funes;Travesía Nicolás Funes;Travesía;Nicolás;-2;Male;-;-;;TRUE
Calle Puente de Tablas;Puente Tablas;Puente;Tablas;0;Unknown;-;-;;TRUE
Calle de Cecilio Navarro;Cecilio Navarro;Cecilio;Navarro;-2;Male;-;-;;TRUE
Calle de Santiago Lapuente;Santiago Lapuente;Santiago;Lapuente;-2;Male;-;-;;TRUE
calle del Norte;Norte;Norte;;0;Unknown;-;-;;TRUE
Calle de San Lázaro;San Lázaro;San;Lázaro;-2;Male;-;-;;TRUE
Calle de Muel;Muel;Muel;;0;Unknown;-;-;;TRUE
Avenida del Puente del Pilar;Puente del Pilar;Puente;del;2;Unknown;-;-;;TRUE
Calle de Jacinto Corralé;Jacinto Corralé;Jacinto;Corralé;-2;Male;-;-;;TRUE
Camino del Vado;Vado;Vado;;0;Unknown;-;-;;TRUE
Calle de Alfonso Solans Serrano;Alfonso Solans Serrano;Alfonso;Solans;-2;Male;-;-;;TRUE
Travesía del Vado;Travesía del Vado;Travesía;del;0;Unknown;-;-;;TRUE
Calle de Jaime Ferrán;Jaime Ferrán;Jaime;Ferrán;-2;Male;-;-;;TRUE
Calle de Albert Einstein;Albert Einstein;Albert;Einstein;-2;Male;-;-;;TRUE
Calle de Tomas Alba Edison;Tomas Alba Edison;Tomas;Alba;-2;Male;-;-;;TRUE
Camino de Cogullada;Cogullada;Cogullada;;0;Unknown;-;-;;TRUE
Calle Gurrea de Gállego;Gurrea Gállego;Gurrea;Gállego;0;Unknown;-;-;;TRUE
Calle de Escatrón;Escatrón;Escatrón;;0;Unknown;-;-;;TRUE
Calle de Alejandro Volta;Alejandro Volta;Alejandro;Volta;-2;Male;-;-;;TRUE
Calle de Alejandro Bell;Alejandro Bell;Alejandro;Bell;-2;Male;-;-;;TRUE
Camino de Torrecillas;Torrecillas;Torrecillas;;0;Unknown;-;-;;TRUE
Paseo Longares;Longares;Longares;;0;Unknown;-;-;;TRUE
Calle Azucarera;Azucarera;Azucarera;;0;Unknown;-;-;;TRUE
Plaza de Wolfang Amadeus Mozart;Wolfang Amadeus Mozart;Wolfang;Amadeus;0;Unknown;-;-;;TRUE
Calle de José Oto;José Oto;José;Oto;-2;Male;-;-;;TRUE
Calle Aurora;Aurora;Aurora;;2;Unknown;-;-;;TRUE
Calle Santa Quiteria;Santa Quiteria;Santa;Quiteria;2;Female;-;-;https://es.wikipedia.org/wiki/Quiteria;TRUE
Calle Carmen Serna Montalvo;CarmSerna Montalvo;CarmSerna;Montalvo;0;Female;-;-;https://es.wikipedia.org/wiki/Carmen_Serna;TRUE
Calle Esquedas;Esquedas;Esquedas;;0;Unknown;-;-;;TRUE
Calle de Pascuala Perié;Pascuala Perié;Pascuala;Perié;2;Female;-;-;https://es.wikipedia.org/wiki/Pascuala_Peri%C3%A9;TRUE
Calle de Asín;Asín;Asín;;0;Unknown;-;-;;TRUE
Calle del Molino de las Armas;Molino Armas;Molino;Armas;0;Unknown;-;-;;TRUE
Calle de Fuendejalón;Fuendejalón;Fuendejalón;;0;Unknown;-;-;;TRUE
Pasaje del Vado;Vado;Vado;;0;Unknown;-;-;;TRUE
Calle de Pilar Gascón;Pilar Gascón;Pilar;Gascón;2;Female;-;-;https://es.wikipedia.org/wiki/Pilar_Gasc%C3%B3n;TRUE
Calle del Mediodía;Mediodía;Mediodía;;0;Unknown;-;-;;TRUE
Calle de La Habana;La Habana;La;Habana;0;Unknown;-;-;;TRUE
Calle de Lourdes;Lourdes;Lourdes;;2;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_Lourdes;TRUE
Calle de Pedro Arnal Cavero;Pedro Arnal Cavero;Pedro;Arnal;-2;Male;-;-;;TRUE
Calle de Aguarón;Aguarón;Aguarón;;0;Unknown;-;-;;TRUE
