calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia
Rua Casemiro Augusto Rodacki;Casemiro Augusto Rodacki;Casemiro;Augusto;-2;Male;-;-;
Rua Padre Estanislau Piasecki;Padre Estanislau Piasecki;Padre;Estanislau;-2;Male;-;-;
Rua Adari Fernando Visinoni;Adari Fernando Visinoni;Adari;Fernando;-2;Male;-;-;
Rua Patrício Bagolin;Patrício Bagolin;Patrício;Bagolin;-2;Male;-;-;
Rua Pedro Dariva;Pedro Dariva;Pedro;Dariva;-2;Male;-;-;
Rua Senador Antônio Jorge Machado de Lima;Senador Antônio Jorge Machado de Lima;Senador;Antônio;-2;Male;-;-;
Rua Raposo Tavares;Raposo Tavares;Raposo;Tavares;-2;Male;-;-;
Rua Robert Redzimski;Robert Redzimski;Robert;Redzimski;-2;Male;-;-;
Rua João Dembinski;João Dembinski;João;Dembinski;-2;Male;-;-;
Rua Raul Pompéia;Raul Pompéia;Raul;Pompéia;-2;Male;-;-;
Rua Theodoro Schneider;Theodoro Schneider;Theodoro;Schneider;-2;Male;-;-;
Rua Alberto Klemtz;Alberto Klemtz;Alberto;Klemtz;-2;Male;-;-;
Rua Joaquim Caetano da Silva;Joaquim Caetano da Silva;Joaquim;Caetano;-2;Male;-;-;
Rua Ângelo Trevisan;Ângelo Trevisan;Ângelo;Trevisan;-2;Male;-;-;
Rua Professor Francisco Basseti Júnior;Professor Francisco Basseti Júnior;Professor;Francisco;-2;Male;-;-;
Rua Francisco Parise;Francisco Parise;Francisco;Parise;-2;Male;-;-;
Rua Padre Ladislau Kula;Padre Ladislau Kula;Padre;Ladislau;-2;Male;-;-;
Rua José Risseto;José Risseto;José;Risseto;-2;Male;-;-;
Rua Antônio Escorsin;Antônio Escorsin;Antônio;Escorsin;-2;Male;-;-;
Rua Nicolau José Gravina;Nicolau José Gravina;Nicolau;José;-2;Male;-;-;
Rua Tobias de Macedo Júnior;Tobias de Macedo Júnior;Tobias;de;-2;Male;-;-;
Rua João Azolin;João Azolin;João;Azolin;-2;Male;-;-;
Rua Arion Niepce da Silva;Arion Niepce da Silva;Arion;Niepce;-2;Male;-;-;
Alameda Ecológica Burle Marx;Ecológica Burle Marx;Ecológica;Burle;-2;Male;-;-;
Rua Francisco Klemtz;Francisco Klemtz;Francisco;Klemtz;-2;Male;-;-;
Rua Capitão Tenente Maris de Barros;Capitão Tenente Maris de Barros;Capitão;Tenente;2;Male;-;-;
Rua Aristides Pereira da Cruz;Aristides Pereira da Cruz;Aristides;Pereira;2;Male;-;-;
Rua Cecília Ribas Munhoz;Cecília Ribas Munhoz;Cecília;Ribas;2;Female;-;-;
Rua Padre Leonardo Nunes;Padre Leonardo Nunes;Padre;Leonardo;-2;Male;-;-;
Rua Coronel Airton Plaisant;Coronel Airton Plaisant;Coronel;Airton;-2;Male;-;-;
Rua Doutor Lauro Wolff Valente;Doutor Lauro Wolff Valente;Doutor;Lauro;-2;Male;-;-;
Rua São Mateus;São Mateus;São;Mateus;-2;Male;-;-;
Rua Guararapes;Guararapes;Guararapes;;0;Unknown;-;-;
Rua Francisco Frischmann;Francisco Frischmann;Francisco;Frischmann;-2;Male;-;-;
Rua Doutor João Tobias Pinto Rabelo;Doutor João Tobias Pinto Rabelo;Doutor;João;-2;Male;-;-;
Rua Professora Doracy Cesarino;Professora Doracy Cesarino;Professora;Doracy;2;Female;-;-;
Rua Tamoios;Tamoios;Tamoios;;0;Unknown;-;-;
Rua Professor Zildo Manoel da Cruz;Professor Zildo Manoel da Cruz;Professor;Zildo;-2;Male;-;-;
Rua Ponta Grossa;Ponta Grossa;Ponta;Grossa;0;Unknown;-;-;
Rua Álvaro Vardânega;Álvaro Vardânega;Álvaro;Vardânega;-2;Male;-;-;
Rua Professor Arlindo Loyola de Camargo;Professor Arlindo Loyola de Camargo;Professor;Arlindo;-2;Male;-;-;
Rua José Ferreira Pinheiro;José Ferreira Pinheiro;José;Ferreira;-2;Male;-;-;
Rua Vital Brasil;Vital Brasil;Vital;Brasil;-2;Male;-;-;
Rua Goiás;Goiás;Goiás;;-2;Unknown;-;-;
Rua João Rodolfo Schlenker;João Rodolfo Schlenker;João;Rodolfo;-2;Male;-;-;
Rua Zacarias de Paula Neves;Zacarias de Paula Neves;Zacarias;Neves;-2;Male;-;-;
Rua João Bettega;João Bettega;João;Bettega;-2;Male;-;-;
Rua Engenheiro Arthur Bettes;Engenheiro Arthur Bettes;Engenheiro;Arthur;-2;Male;-;-;
Rua João Geara;João Geara;João;Geara;-2;Male;-;-;
Rua Antônio Pietruza;Antônio Pietruza;Antônio;Pietruza;-2;Male;-;-;
Rua Morretes;Morretes;Morretes;;0;Unknown;-;-;
Rua Cecílio Toniolo;Cecílio Toniolo;Cecílio;Toniolo;-2;Male;-;-;
Rua Guaianazes;Guaianazes;Guaianazes;;0;Unknown;-;-;
Rua Capitão Souza Franco;Capitão Souza Franco;Capitão;Souza;-2;Male;-;-;
Praça Alfredo Andersen;Praça Alfredo Andersen;Praça;Alfredo;-2;Male;-;-;
Rua Augusto de Mari;Augusto de Mari;Augusto;de;-2;Male;-;-;
Rua Affife Mansur;Affife Mansur;Affife;Mansur;-2;Male;-;-;
Rua João de Paula Cordeiro Filho;João de Paula Cordeiro Filho;João;de;-2;Male;-;-;
Rua Carolina Castelli;Carolina Castelli;Carolina;Castelli;2;Female;-;-;
Rua Antônio Gasparin;Antônio Gasparin;Antônio;Gasparin;-2;Male;-;-;
Rua Francisco Ader;Francisco Ader;Francisco;Ader;-2;Male;-;-;
Rua Dom Bosco;Dom Bosco;Dom;Bosco;-2;Male;-;-;
Rua Bernardo Jacintho da Veiga;Bernardo Jacintho da Veiga;Bernardo;Jacintho;-2;Male;-;-;
Rua Coronel Herculano de Araújo;Coronel Herculano de Araújo;Coronel;Herculano;-2;Male;-;-;
Rua Dalila Rolim Vargas;Dalila Rolim Vargas;Dalila;Rolim;2;Female;-;-;
Rua Baldur Magnus Grubba;Baldur Magnus Grubba;Baldur;Magnus;-2;Male;-;-;
Rua Professora Dona Lulú;Professora Dona Lulú;Professora;Dona;2;Female;-;-;
Rua Dionísio Ribeiro Baptista;Dionísio Ribeiro Baptista;Dionísio;Ribeiro;-2;Male;-;-;
Rua Luíz Leopoldo Landal;Luíz Leopoldo Landal;Luíz;Leopoldo;-2;Male;-;-;
Rua Olga de Araújo Espíndola;Olga de Araújo Espíndola;Olga;de;2;Female;-;-;
Rua Gustavo Schier;Gustavo Schier;Gustavo;Schier;-2;Male;-;-;
Rua Paulo Chaves;Paulo Chaves;Paulo;Chaves;-2;Male;-;-;
Rua Magdalena Taborda Ribas;Magdalena Taborda Ribas;Magdalena;Taborda;2;Female;-;-;
Rua Raul Félix;Raul Félix;Raul;Félix;-2;Male;-;-;
Rua Frei Gaspar da Madre de Deus;Frei Gaspar da Madre de Deus;Frei;Gaspar;-2;Male;-;-;
Rua José Kaminski;José Kaminski;José;Kaminski;-2;Male;-;-;
Rua Orlando Padilha dos Santos;Orlando Padilha dos Santos;Orlando;Padilha;-2;Male;-;-;
Rua Afonso Pedri;Afonso Pedri;Afonso;Pedri;-2;Male;-;-;
Praça Divina Pastora;Praça Divina Pastora;Praça;Divina;2;Female;-;-;
Rua Sebastião Ribeiro Batista;Sebastião Ribeiro Batista;Sebastião;Ribeiro;-2;Male;-;-;
Rua Elysio Simões;Elysio Simões;Elysio;Simões;-2;Male;-;-;
Rua João Bonat;João Bonat;João;Bonat;-2;Male;-;-;
Rua José Torres Neto;José Torres Neto;José;Torres;-2;Male;-;-;
Rua André João Gasparin;André João Gasparin;André;João;-2;Male;-;-;
Travessa Ney Azevedo;Ney Azevedo;Ney;Azevedo;-2;Male;-;-;
Rua Luíz Valenza;Luíz Valenza;Luíz;Valenza;-2;Male;-;-;
Rua Xiquinho Zimermann;Xiquinho Zimermann;Xiquinho;Zimermann;0;Male;-;-;
Rua João Bastianick;João Bastianick;João;Bastianick;-2;Male;-;-;
Rua Carlos João Goudard;Carlos João Goudard;Carlos;João;-2;Male;-;-;
Rua Oswaldo de Abreu Silva;Oswaldo de Abreu Silva;Oswaldo;de;-2;Male;-;-;
Rua Agilio Leão de Macedo;Agilio Leão de Macedo;Agilio;Leão;-2;Male;-;-;
Rua Gino Benuzzi;Gino Benuzzi;Gino;Benuzzi;-2;Male;-;-;
Rua Márcio José Reche Pinhelli;Márcio José Reche Pinhelli;Márcio;José;-2;Male;-;-;
Rua Álvaro José da Costa;Álvaro José da Costa;Álvaro;José;-2;Male;-;-;
Rua Matias de Albuquerque;Matias de Albuquerque;Matias;de;-2;Male;-;-;
Rua Maximiliano Boscardin;Maximiliano Boscardin;Maximiliano;Boscardin;-2;Male;-;-;
Rua Aristides Fioravante;Aristides Fioravante;Aristides;Fioravante;2;Male;-;-;
Rua Afrânio Peixoto;Afrânio Peixoto;Afrânio;Peixoto;-2;Male;-;-;
Rua Francisco Tessari;Francisco Tessari;Francisco;Tessari;-2;Male;-;-;
Rua Leonardo Javorski;Leonardo Javorski;Leonardo;Javorski;-2;Male;-;-;
Rua Júlio Mesquita;Júlio Mesquita;Júlio;Mesquita;-2;Male;-;-;
Rua Antônio Pinto de Jesus;Antônio Pinto de Jesus;Antônio;Pinto;-2;Male;-;-;
Rua Sezinando Martinho da Cruz;Sezinando Martinho da Cruz;Sezinando;Martinho;-2;Male;-;-;
Rua João Meneghetti;João Meneghetti;João;Meneghetti;-2;Male;-;-;
Rua Balduir Magnus Grubba;Balduir Magnus Grubba;Balduir;Magnus;-2;Male;-;-;
Rua Jacob Teides Sobrinho;Jacob Teides Sobrinho;Jacob;Teides;-2;Male;-;-;
Rua Maria Bueno;Maria Bueno;Maria;Bueno;2;Female;-;-;
Rua Eduardo Negrello;Eduardo Negrello;Eduardo;Negrello;-2;Male;-;-;
Rua Capitão Ernesto dos Anjos Barbosa;Capitão Ernesto dos Anjos Barbosa;Capitão;Ernesto;-2;Male;-;-;
Rua João Stenzowski;João Stenzowski;João;Stenzowski;-2;Male;-;-;
Rua João Cubas;João Cubas;João;Cubas;-2;Male;-;-;
Rua Maria Trevisan Tortato;Maria Trevisan Tortato;Maria;Trevisan;2;Female;-;-;
Rua das Andorinhas;das Andorinhas;das;Andorinhas;2;Unknown;-;-;
Rua Serafim França;Serafim França;Serafim;França;-2;Male;-;-;
Rua Major Pedro Abreu Finkenzier;Major Pedro Abreu Finkenzier;Major;Pedro;-2;Male;-;-;
Rua João Gomes;João Gomes;João;Gomes;-2;Male;-;-;
Rua Elvira Annibaleto;Elvira Annibaleto;Elvira;Annibaleto;2;Female;-;-;
Rua João Palomeque;João Palomeque;João;Palomeque;-2;Male;-;-;
Rua Rosalino Mazziotti;Rosalino Mazziotti;Rosalino;Mazziotti;-2;Male;-;-;
Rua Alcídio Cubas;Alcídio Cubas;Alcídio;Cubas;-2;Male;-;-;
Rua Dognor Cunha;Dognor Cunha;Dognor;Cunha;0;Male;-;-;
Rua Manuel Luiz de Abreu;Manuel Luiz de Abreu;Manuel;Luiz;-2;Male;-;-;
Rua Salomão Guelmann;Salomão Guelmann;Salomão;Guelmann;-2;Male;-;-;
Rua Itajubá;Itajubá;Itajubá;;-2;Unknown;-;-;
Rua Alberto Stenzowski;Alberto Stenzowski;Alberto;Stenzowski;-2;Male;-;-;
Rua José Gusso;José Gusso;José;Gusso;-2;Male;-;-;
Rua Demétrio Romaniuk;Demétrio Romaniuk;Demétrio;Romaniuk;-2;Male;-;-;
Rua Marcelino Iachinski;Marcelino Iachinski;Marcelino;Iachinski;-2;Male;-;-;
Rua Manoel Gustavo Schier;Manoel Gustavo Schier;Manoel;Gustavo;-2;Male;-;-;
Rua Francisco Moro;Francisco Moro;Francisco;Moro;-2;Male;-;-;
Rua Ulisses Kendrick de Moraes;Ulisses Kendrick de Moraes;Ulisses;Kendrick;-2;Male;-;-;
Rua Santa Catarina;Santa Catarina;Santa;Catarina;2;Unknown;-;-;
Rua Maranhão;Maranhão;Maranhão;;0;Unknown;-;-;
Rua Pará;Pará;Pará;;0;Unknown;-;-;
Rua Mato Grosso;Mato Grosso;Mato;Grosso;0;Unknown;-;-;
Rua Rio Grande do Sul;Rio Grande do Sul;Rio;Grande;-2;Unknown;-;-;
Rua Paraíba;Paraíba;Paraíba;;0;Unknown;-;-;
Rua Paranaguá;Paranaguá;Paranaguá;;0;Unknown;-;-;
Rua Alipia Marques Verchai;Alipia Marques Verchai;Alipia;Marques;2;Female;-;-;
Rua Álvaro Andrade;Álvaro Andrade;Álvaro;Andrade;-2;Male;-;-;
Rua Lourival Portela Natel;Lourival Portela Natel;Lourival;Portela;-2;Male;-;-;
Rua Nicolau Serrato Sobrinho;Nicolau Serrato Sobrinho;Nicolau;Serrato;-2;Male;-;-;
Rua Lizimaco Serapião;Lizimaco Serapião;Lizimaco;Serapião;-2;Male;-;-;
Travessa João Dudeque;João Dudeque;João;Dudeque;-2;Male;-;-;
Rua Acre;Acre;Acre;;0;Unknown;-;-;
Rua Alagoas;Alagoas;Alagoas;;0;Unknown;-;-;
Avenida da República;da República;da;República;-2;Unknown;-;-;
Rua Rezala Simão;Rezala Simão;Rezala;Simão;-2;Male;-;-;
Rua Dionira Moletta Klemtz;Dionira Moletta Klemtz;Dionira;Moletta;2;Female;-;-;
Rua General Potiguara;General Potiguara;General;Potiguara;-2;Male;-;-;
Rua João José Pichet;João José Pichet;João;José;-2;Male;-;-;
Rua Pretextato Taborda Júnior;Pretextato Taborda Júnior;Pretextato;Taborda;-2;Male;-;-;
Rua Vieira Fazenda;Vieira Fazenda;Vieira;Fazenda;-2;Male;-;-;
Rua Agostinho Merlin;Agostinho Merlin;Agostinho;Merlin;-2;Male;-;-;
Rua Amadeu do Amaral;Amadeu do Amaral;Amadeu;do;-2;Male;-;-;
Rua Pinheiro Guimarães;Pinheiro Guimarães;Pinheiro;Guimarães;-2;Male;-;-;
Rua Capiberibe;Capiberibe;Capiberibe;;0;Unknown;-;-;
Rua Jornalista José Augusto Gumy;Jornalista José Augusto Gumy;Jornalista;José;-2;Male;-;-;
Rua Maria Gabardo Mendes;Maria Gabardo Mendes;Maria;Gabardo;2;Female;-;-;
Travessa Arnoldo Kuhl;Arnoldo Kuhl;Arnoldo;Kuhl;-2;Male;-;-;
Rua João Faucz;João Faucz;João;Faucz;-2;Male;-;-;
Rua Curupaitis;Curupaitis;Curupaitis;;0;Unknown;-;-;
Rua Osmar Razzolini;Osmar Razzolini;Osmar;Razzolini;-2;Male;-;-;
Rua Arthur Mohr;Arthur Mohr;Arthur;Mohr;-2;Male;-;-;
Rua João Borsato;João Borsato;João;Borsato;-2;Male;-;-;
Rua Engenheiro Heitor Soares Gomes;Engenheiro Heitor Soares Gomes;Engenheiro;Heitor;-2;Male;-;-;
Rua Professor Thomaz Wartelsteiner;Professor Thomaz Wartelsteiner;Professor;Thomaz;-2;Male;-;-;
Rua General Daltro Filho;General Daltro Filho;General;Daltro;-2;Male;-;-;
Rua Professor Manuel de Abreu;Professor Manuel de Abreu;Professor;Manuel;-2;Male;-;-;
Rua Miguel Abrão;Miguel Abrão;Miguel;Abrão;-2;Male;-;-;
Rua Comendador Jacques Van Erven;Comendador Jacques Van Erven;Comendador;Jacques;-2;Male;-;-;
Rua Senador Accioly Filho;Senador Accioly Filho;Senador;Accioly;-2;Male;-;-;
Rua Martins Fortes;Martins Fortes;Martins;Fortes;-2;Male;-;-;
Rua Lápis;Lápis;Lápis;;0;Unknown;-;-;
Avenida Fredolin Wolf;Fredolin Wolf;Fredolin;Wolf;-2;Male;-;-;
Rua Justo Manfron;Justo Manfron;Justo;Manfron;-2;Male;-;-;
Rua João Alencar Guimarães;João Alencar Guimarães;João;Alencar;-2;Male;-;-;
Rua Deputado Antônio Baby;Deputado Antônio Baby;Deputado;Antônio;-2;Male;-;-;
Avenida Água Verde;Água Verde;Água;Verde;0;Unknown;-;-;
Rua Carneiro Lobo;Carneiro Lobo;Carneiro;Lobo;0;Unknown;-;-;
Rua Petit Carneiro;Petit Carneiro;Petit;Carneiro;0;Unknown;-;-;
Rua Cândido Xavier;Cândido Xavier;Cândido;Xavier;-2;Male;-;-;
Rua Rodrigues Alves;Rodrigues Alves;Rodrigues;Alves;-2;Male;-;-;
Rua Leôncio Correia;Leôncio Correia;Leôncio;Correia;-2;Male;-;-;
Rua Parintins;Parintins;Parintins;;0;Unknown;-;-;
Rua dos Bororós;dos Bororós;dos;Bororós;2;Unknown;-;-;
Rua Coronel Ottoni Maciel;Coronel Ottoni Maciel;Coronel;Ottoni;-2;Male;-;-;
Rua Teixeira Soares;Teixeira Soares;Teixeira;Soares;-2;Unknown;-;-;
Rua Jornalista Caio Machado;Jornalista Caio Machado;Jornalista;Caio;-2;Male;-;-;
Rua Palmeiras;Palmeiras;Palmeiras;;0;Unknown;-;-;
Rua Murilo do Amaral Ferreira;Murilo do Amaral Ferreira;Murilo;do;-2;Male;-;-;
Rua Guilherme Pugsley;Guilherme Pugsley;Guilherme;Pugsley;-2;Male;-;-;
Rua Professor Assis Gonçalves;Professor Assis Gonçalves;Professor;Assis;-2;Male;-;-;
Rua Monsenhor Manoel Vicente;Monsenhor Manoel Vicente;Monsenhor;Manoel;-2;Male;-;-;
Rua Calixto Razolini;Calixto Razolini;Calixto;Razolini;-2;Male;-;-;
Rua José Sikora;José Sikora;José;Sikora;-2;Male;-;-;
Rua Isaac Guelmann;Isaac Guelmann;Isaac;Guelmann;-2;Male;-;-;
Rua Germano Demuth;Germano Demuth;Germano;Demuth;-2;Male;-;-;
Rua Major Heitor Guimarães;Major Heitor Guimarães;Major;Heitor;-2;Male;-;-;
Rua José Valle;Rua José;Rua;José;-2;Male;-;-;
Rua João Balla;João Balla;João;Balla;-2;Male;-;-;
Rua Monsenhor Boleslau Falarz;Monsenhor Boleslau Falarz;Monsenhor;Boleslau;-2;Male;-;-;
Marginal BR-277;Marginal BR-277;Marginal;BR-277;0;Unknown;-;-;
Rua Lodovico Kaminski;Lodovico Kaminski;Lodovico;Kaminski;-2;Male;-;-;
Rua Eduardo Sprada;Eduardo Sprada;Eduardo;Sprada;-2;Male;-;-;
Passeio Parque Passaúna;Passeio  Passaúna;Passeio;;0;Unknown;-;-;
Rua Alfredo Constantino Moro;Alfredo Constantino Moro;Alfredo;Constantino;-2;Male;-;-;
Rua Ângelo Marqueto;Ângelo Marqueto;Ângelo;Marqueto;-2;Male;-;-;
Avenida Juscelino Kubitschek de Oliveira;Juscelino Kubitschek de Oliveira;Juscelino;Kubitschek;-2;Male;-;-;
Rua Angelina Braga Cortezzi;Angelina Braga Cortezzi;Angelina;Braga;2;Female;-;-;
Rua Deputado Carlos Rene Egg;Deputado Carlos Rene Egg;Deputado;Carlos;-2;Male;-;-;
Rua Osíres Paixão Gonçalves;Osíres Paixão Gonçalves;Osíres;Paixão;-2;Male;-;-;
Rua Paulo José Buso;Paulo José Buso;Paulo;José;-2;Male;-;-;
Rua Pedro Mossoline Gasparin;Pedro Mossoline Gasparin;Pedro;Mossoline;-2;Male;-;-;
Rua Engenheiro Ronald Machado da Luz;Engenheiro Ronald Machado da Luz;Engenheiro;Ronald;-2;Male;-;-;
Rua Gentil Antunes Branco;Gentil Antunes Branco;Gentil;Antunes;-2;Male;-;-;
Rua Padre José Martini;Padre José Martini;Padre;José;-2;Male;-;-;
Rua Fernando Correia de Azevedo;Fernando Correia de Azevedo;Fernando;Correia;-2;Male;-;-;
Rua Pedro Corrêa da Cruz;Pedro Corrêa da Cruz;Pedro;Corrêa;-2;Male;-;-;
Rua Inácio Wichnewski;Inácio Wichnewski;Inácio;Wichnewski;-2;Male;-;-;
Rua João Reffo;João Reffo;João;Reffo;-2;Male;-;-;
Rua Marechal Lott;Marechal Lott;Marechal;Lott;0;Unknown;-;-;
Rua Domingos Benatto;Domingos Benatto;Domingos;Benatto;-2;Male;-;-;
Rua Maria Benato Volpi;Maria Benato Volpi;Maria;Benato;2;Female;-;-;
Rua Brasilio Cuman;Brasilio Cuman;Brasilio;Cuman;-2;Male;-;-;
Rua Lauro Mallin;Lauro Mallin;Lauro;Mallin;-2;Male;-;-;
Travessa Santa Francisca Romana;Santa Francisca Romana;Santa;Francisca;2;Female;-;-;https://pt.wikipedia.org/wiki/Francisca_Romana
Rua Acelino Grande;Acelino Grande;Acelino;Grande;-2;Male;-;-;
Rua João Santo Miola;João Santo Miola;João;Santo;-2;Male;-;-;
Rua Ângelo Domingos Durigan;Ângelo Domingos Durigan;Ângelo;Domingos;-2;Male;-;-;
Rua Natal Pedro Dalla Stella;Natal Pedro Dalla Stella;Natal;Pedro;-2;Male;-;-;
Rua Professor Kydd James Galliano;Professor Kydd James Galliano;Professor;Kydd;-2;Male;-;-;
Avenida Napoleão Manosso;Napoleão Manosso;Napoleão;Manosso;-2;Male;-;-;
Rua Clemente Ritz;Clemente Ritz;Clemente;Ritz;-2;Male;-;-;
Rua Desembargador Cid Campelo;Desembargador Cid Campelo;Desembargador;Cid;-2;Male;-;-;
Rua Doutor Mba de Ferrante;Doutor Mba de Ferrante;Doutor;Mba;0;Male;-;-;
Rua da Divina Providência;da Divina Providência;da;Divina;-2;Unknown;-;-;
Rua Professor Dario Velloso;Professor Dario Velloso;Professor;Dario;-2;Male;-;-;
Rua Odin Ferreira do Amaral;Odin Ferreira do Amaral;Odin;Ferreira;-2;Male;-;-;
Rua Herculano Carlos Franco de Souza;Herculano Carlos Franco de Souza;Herculano;Carlos;-2;Male;-;-;
Rua Eurides Cunha;Eurides Cunha;Eurides;Cunha;2;Male;-;-;
Estrada Velha do Barigui;Estrada Velha do Barigui;Estrada;Velha;0;Unknown;-;-;
Rua Vereador Elias Karan;Vereador Elias Karan;Vereador;Elias;-2;Male;-;-;
Rua José Batista dos Santos;José Batista dos Santos;José;Batista;-2;Male;-;-;
Rua Rotterdam;Rotterdam;Rotterdam;;0;Unknown;-;-;
Rua Alfredo José Pinto;Alfredo José Pinto;Alfredo;José;-2;Male;-;-;
Terminal Fazendinha;Terminal Fazendinha;Terminal;Fazendinha;0;Unknown;-;-;
Rua Pablo Picasso;Pablo Picasso;Pablo;Picasso;-2;Male;-;-;
Rua Professor Teobaldo Leonardo Kletemberg;Professor Teobaldo Leonardo Kletemberg;Professor;Teobaldo;-2;Male;-;-;
Rua São Sidônio Apolinário;São Sidônio Apolinário;São;Sidônio;-2;Male;-;-;
Rua Nilo José Casarin;Rua Nilo José rin;Rua;Nilo;-2;Male;-;-;
Rua Laura Gonçalves dos Santos;Laura Gonçalves dos Santos;Laura;Gonçalves;2;Female;-;-;
Rua Lenira Maria dos Santos Reis;Lenira Maria dos Santos Reis;Lenira;Maria;2;Female;-;-;
Rua Cidade de Timbó;Cidade de Timbó;Cidade;de;0;Unknown;-;-;
Rua Engenheiro Toyoshi Sakai;Engenheiro Toyoshi Sakai;Engenheiro;Toyoshi;2;Male;-;-;
Rua Vicente Albertino Marcchalek;Vicente Albertino Marcchalek;Vicente;Albertino;-2;Male;-;-;
Rua Maria Mazuroski;Maria Mazuroski;Maria;Mazuroski;2;Female;-;-;
Rua Cornélio Procópio;Cornélio Procópio;Cornélio;Procópio;-2;Male;-;-;
Rua José Luíz Oberik Roberto;José Luíz Oberik Roberto;José;Luíz;-2;Male;-;-;
Rua Darci Vargas;Darci Vargas;Darci;Vargas;-2;Male;-;-;
Rua Diamante do Norte;Diamante do Norte;Diamante;do;0;Unknown;-;-;
Rua Cidade de Maria Helena;Cidade de Maria Helena;Cidade;de;2;Female;-;-;
Rua Paulo Roberto Rego Barros Biscaia;Paulo Roberto Rego Barros Biscaia;Paulo;Roberto;-2;Male;-;-;
Rua Município de Floresta;Município de Floresta;Município;de;0;Unknown;-;-;
Rua Xambrê;Xambrê;Xambrê;;0;Unknown;-;-;
Rua João Alexandre Kopp;João Alexandre Kopp;João;Alexandre;-2;Male;-;-;
Rua Alfredo Pujol;Alfredo Pujol;Alfredo;Pujol;-2;Male;-;-;
Rua Álvares de Azevedo;Álvares de Azevedo;Álvares;de;-2;Male;-;-;
Rua Doutor Nelson Luíz Wolski Velloso;Doutor Nelson Luíz Wolski Velloso;Doutor;Nelson;-2;Male;-;-;
Rua Coronel Nicolau Bley Neto;Coronel Nicolau Bley Neto;Coronel;Nicolau;-2;Male;-;-;
Rua Afonso Zanon;Afonso Zanon;Afonso;Zanon;-2;Male;-;-;
Rua Frederico Carlos Dobbins;Frederico Carlos Dobbins;Frederico;Carlos;-2;Male;-;-;
Rua Pedro Brutkowski;Pedro Brutkowski;Pedro;Brutkowski;-2;Male;-;-;
Rua Frei Eurico de Mello;Frei Eurico de Mello;Frei;Eurico;-2;Male;-;-;
Rua Lins de Vasconcelos;Lins de Vasconcelos;Lins;de;-2;Male;-;-;
Rua Santa Joana Francisca de Chantal;Santa Joana Francisca de Chantal;Santa;Joana;2;Female;-;-;https://pt.wikipedia.org/wiki/Joana_de_Chantal
Rua Waldemar Cavanha;Waldemar Cavanha;Waldemar;Cavanha;-2;Male;-;-;
Rua Natalio Scuissiato;Natalio Scuissiato;Natalio;Scuissiato;-2;Male;-;-;
Rua Engenheiro Marcos José Lewin;Engenheiro Marcos José Lewin;Engenheiro;Marcos;-2;Male;-;-;
Rua Município de Enéas Marquês;Município de Enéas Marquês;Município;de;-2;Male;-;-;
Rua Joaquim de Souza;Joaquim de Souza;Joaquim;de;-2;Male;-;-;
Rua Manuel Bandeira;Manuel Bandeira;Manuel;Bandeira;-2;Male;-;-;
Rua Pastor Nivaldo Ramos;Pastor Nivaldo Ramos;Pastor;Nivaldo;-2;Male;-;-;
Rua Cidade de Uniflor;Cidade de Uniflor;Cidade;de;0;Unknown;-;-;
Rua Cidade de Laguna;Cidade de Laguna;Cidade;de;0;Unknown;-;-;
Rua Garuva;Garuva;Garuva;;0;Unknown;-;-;
Rua Professor Teodócio Jorge Atherino;Professor Teodócio Jorge Atherino;Professor;Teodócio;-2;Male;-;-;
Rua Rio do Sul;Rio do Sul;Rio;do;-2;Unknown;-;-;
Rua Adinar dos Santos Ribeiro;Adinar dos Santos Ribeiro;Adinar;dos;2;Male;-;-;
Rua Daniel Petersen;Daniel Petersen;Daniel;Petersen;-2;Male;-;-;
Rua João Antônio Braga Cortes;João Antônio Braga Cortes;João;Antônio;-2;Male;-;-;
Rua Doutor Augusto Lobo de Moura;Doutor Augusto Lobo de Moura;Doutor;Augusto;-2;Male;-;-;
Rua Pedro Polati;Pedro Polati;Pedro;Polati;-2;Male;-;-;
Rua Fidelino Figueirero;Fidelino Figueirero;Fidelino;Figueirero;-2;Male;-;-;
Rua Alberto Torres;Alberto Torres;Alberto;Torres;-2;Male;-;-;
Rua Ary Rolim Costa;Ary Rolim Costa;Ary;Rolim;-2;Male;-;-;
Rua Olegário Maciel;Olegário Maciel;Olegário;Maciel;-2;Male;-;-;
Rua Ribeirão Claro;Ribeirão Claro;Ribeirão;Claro;-2;Unknown;-;-;
Rua Edgard Moutinho Zandoná;Edgard Moutinho Zandoná;Edgard;Moutinho;-2;Male;-;-;
Rua Michajlo Pantschenko;Michajlo Pantschenko;Michajlo;Pantschenko;0;Male;-;-;
Rua Carlos Gomes de Oliveira;Carlos Gomes de Oliveira;Carlos;Gomes;-2;Male;-;-;
Rua Pinheiro Machado;Pinheiro Machado;Pinheiro;Machado;-2;Male;-;-;
Rua Henrique Mattioli;Henrique Mattioli;Henrique;Mattioli;-2;Male;-;-;
Rua Barão de Itamaracá;Barão de Itamaracá;Barão;de;0;Male;-;-;
Rua Antônio Gomide;Antônio Gomide;Antônio;Gomide;-2;Male;-;-;
Rua Araripe Júnior;Araripe Júnior;Araripe;Júnior;-2;Male;-;-;
Rua Mário de Andrade;Mário de Andrade;Mário;de;-2;Male;-;-;
